OBJECTID,SHAPESTArea,SHAPESTLength,NrRNET,Denominacao,EntProprietaria,EntExploradora,TipologiaET,Categoria,NrUnidAloj,NrCamasFixas,NrQuartos,NrSuites,NrApart,NrMoradias,NrCampistas,IntegraCT,DesignacaoCT,CampoGolfe,SalasReunioes,CapacSalasReunioes,SPA,OutrosEquip,AnoAberturaEmpreendimento,ClassificacaoTdP,DataUltClassifF,ValidadeClassif,ParecerPostClassif,DataPostClassif,AtribuicaoUT,RecTurNatureza,CertifAmbiental,DesigCertifAmbiental,CertifQualServ,DesigCertifQualServ,OutrasCertifPremios,DesigOutrasCertif,ImovelClassificado,Website,Email,Endereco,CodigoPostal,LocalidadeCP,LatLong,FiabilidadeGeo,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,NUTSI,ERT,PNCT,RNAP,RedeNatura2000Global,RedeNatura2000Sitios,RedeNatura2000ZPE,FaixaCosteira,ZonaCosteira,ZonaTerrestreProtecao,LimitePROT,LimitePOC,LimiteAlbufeiras,UNESCO,Geoparques,Biosfera,RedeAldeias,FreguesiasCosteiras,NUTSIIICosteiras,DataAtualiza,SeloCleanSafe,RNET
9236379,2173.40576171875,190.134485124529,2879,HF TUELA PORTO,IMOREY - Empreendimentos ImobilÃ¡rios e TurÃ­stic,Expotel - Exploração e Administração Hoteleira LDA,Hotel,3,197,361,197,0,0,0,0,NaoIntegra,,Não,Sim,0,Não,"Bares; salão de estar; sala de TV/leitura; salão polivalente",1985,Sim,2017/01/02 00:00:00+00,2022/01/02 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.hfhotels.com,hftuelaporto@hfhotels.com,"Rua Arquitecto Marques da Silva, 200",4150-483,Porto,"41,1544790312786 ; -8,63045270809116",Fiavel,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,2879
9236381,5.51953125,8.33791779185754,2880,HF FÉNIX PORTO,IMOREY - Empreendimentos ImobilÃ¡rios e TurÃ­stic,Expotel - Exploração e Administração Hoteleira LDA,Hotel,4,148,296,143,5,0,0,0,NaoIntegra,,Não,Não,0,Não,"Bar; Restaurante; Business center",1997,Sim,2017/08/07 00:00:00+00,2022/08/07 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.hfhotels.com,hfcompliance@hfhotels.com,"Rua Gonçalo Sampaio, 282",4150-365,Porto,"41,1547227279787 ; -8,63047306592672",Fiavel,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,2880
9236390,4152.2783203125,312.044097164829,2898,Oporto Eurostars Aparthotel,BB Sociedade Imobiliária S.A.,"Sociporma Gestão Hoteleira, Lda",HotelApartamento,4,60,120,0,0,60,0,0,NaoIntegra,,Não,Sim,260,Não,"10 salas de reuniões;  Restaurante",2011,Sim,2016/06/06 00:00:00+00,2021/06/06 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.eurostarsoporto.com,info@eurostarsoporto.com,"Rua do Mestre Guilherme Camarinha, 212",4200-537,Porto,"41,1849716227739 ; -8,60306241167483",Fiavel,Paranhos (Porto),Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,2898
9236394,1591.37353515625,161.430435388903,2907,Hotel Teatro,"CITYLODGE - SOCIEDADE DE INVESTIMENTOS E GESTÃO DE HOTÉIS, LDA.","CITYLODGE - SOCIEDADE DE INVESTIMENTOS E GESTÃO DE HOTÉIS, LDA.",Hotel,4,74,147,62,12,0,0,0,NaoIntegra,,Não,Não,0,Não,"Bar; Ginásio; Terraço com esplanada",2010,Sim,2015/06/03 00:00:00+00,2020/06/03 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Sim,www.hotelteatro.pt,hotelteatro@portobay.pt,"Rua Sá da Bandeira, 84",4000-427,Porto,"41,146589528155 ; -8,60920132017434",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,2907
9236539,4071.9453125,349.118320251766,3136,Hotel Intercontinental Porto - Palacio das Cardosas,SOLITAIRE EMPREENDIMENTOS HOTELEIROS S A,SOLITAIRE EMPREENDIMENTOS HOTELEIROS S A,Hotel,5,105,210,89,16,0,0,0,NaoIntegra,,Não,Sim,130,Sim,"Restaurante; Bar; SPA (sauna, 3 salas de tratamentos); Sala de congressos; Sala de reuniões; Galeria comercial",2011,Sim,2016/01/14 00:00:00+00,2021/01/14 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.intercontinental.pt/porto,icporto.info@ihg.com,"Praça da liberdade, 25",4000-322,Porto,"41,1459069024764 ; -8,61163072405968",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,3136
9236541,5.5185546875,8.33861956396151,3138,HOTEL BORSALINO,M.MONTEIRO & ALVES LDA,M.MONTEIRO & ALVES LDA,Hotel,2,15,25,15,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1982,Por reconverter,2011/11/09 00:00:00+00,2015/11/09 00:00:00+00,ProjetoAlteracoes,2011/11/02 00:00:00+00,Não,Não,Não,,Não,,Não,,Não,,residencialborsalino@gmail.com,RUA DE CARLOS MALHEIRO DIAS Nº 347,4200-154,Porto,"41,1609474144514 ; -8,59755738224873",Fiavel,Bonfim,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Não,3138
9236542,1188.02587890625,136.319017165023,314,Hotel Porto Antas,OUTEIRAL SOC CONSTRUCAO E EXPLORACAO HOTELEIROS L,OUTEIRAL SOC CONSTRUCAO E EXPLORACAO HOTELEIROS L,Hotel,3,41,76,41,0,0,0,0,NaoIntegra,,Não,Não,0,Não,"Restaurante; Salas de reuniões (2)",1980,Sim,2017/08/01 00:00:00+00,2022/08/01 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.portoantashotel.pt,geral@portoantashotel.pt,Rua Padre Manuel da Nóbrega nº 111,4350-226,Porto,"41,1631305483455 ; -8,58953088316401",Fiavel,Campanhã,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,314
9236573,577.9326171875,120.286708441841,3187,iStay Hotel Porto Centro,"BEST ECRAN, S.A.",Hotel Premium Express Porto Centro Lda,Hotel,2,56,111,56,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Sala de pequenos almoços,2011,Sim,2016/04/08 00:00:00+00,2021/04/08 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.istayhoteis.com,reservas.porto@istayhoteis.com,"Rua Alexandre Herculano, 296",4000-053,Porto,"41,1442782891555 ; -8,60513055438715",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,3187
9236579,3025.12841796875,321.764209148655,3198,Hotel Moov Porto Centro,ENDUTEX- HOTEIS SOCIEDADE UNIPESSOAL LDA,ENDUTEX- HOTEIS SOCIEDADE UNIPESSOAL LDA,Hotel,2,125,250,125,0,0,0,0,NaoIntegra,,Não,Não,0,Não,"Bar, zona de pequenos almoços, esplanada",2011,Sim,2016/07/27 00:00:00+00,2021/07/27 00:00:00+00,Não,2009/05/11 00:00:00+00,Não,Não,Não,,Não,,Não,,Não,www.hotelmoov.com,rececaoporto@hotelmoov.com,"Praça da Batalha, 32/34",4000-101,Porto,"41,1455873438994 ; -8,60651952900541",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,3198
9236587,920.18798828125,122.753420543513,321,Hotel Internacional,Grupo Barrias LDA,tecmor actividades hoteleiras lda,Hotel,3,35,68,35,0,0,0,0,NaoIntegra,,Não,Sim,20,Não,"Bar; Sala de refeições; Sala de estar",1905,Sim,2018/07/30 00:00:00+00,2023/07/30 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Sim,https://www.hi-porto.com,fernandobarrias@mail.telepac.pt,"Rua do Almada, 131",4050-037,Porto,"41,1473606908861 ; -8,61224403134651",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,321
9236610,2254.8955078125,224.136177998089,3244,Hotel Mercure Porto Centro Sta. Catarina,PORTIS HOTEIS PORTUGUESES SA,PORTIS HOTEIS PORTUGUESES SA,Hotel,4,145,279,136,9,0,0,0,NaoIntegra,,Não,Sim,0,Não,"Bar; Business canter; Salas de reunião",0,Sim,2015/12/04 00:00:00+00,2020/12/04 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.mercure.com,h1975-gm@accor.com,Praça da Batalha  116,4049-028,Porto,"41,1455015273138 ; -8,60797530235926",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,3244
9236648,3361.982421875,314.631781471216,33,Hotel Eurostars das Artes,"I.M.E. - IM?VEIS E EMPRENDIMENTOS HOTELEIROS, S.A",NAMORAR O TEJO - ACTIVIDADES HOTELEIRAS UNIPESSOA,Hotel,4,89,176,82,7,0,0,0,NaoIntegra,,Não,Sim,200,Não,"Sala de estar; Sala de TV; Bar; Salas polivalentes",2005,Sim,2017/04/12 00:00:00+00,2022/04/12 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.eurostarsdasartes.com,info@eurostarsdasartes.com,Rua do Rosário 160 a 164,4050-521,Porto,"41,1501832848828 ; -8,62050354315019",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/03/22 00:00:00+00,Sim,33
9236652,1060.00146484375,185.58238747263,3307,Hotel Pão de Açucar,A BARRIAS E BARRIAS LDA,A BARRIAS E BARRIAS LDA,Hotel,3,50,93,41,9,0,0,0,NaoIntegra,,Não,Não,0,Não,Terraço,1953,Sim,2016/05/04 00:00:00+00,2021/05/04 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.hotelpaodeacucar.com,respaodeacucar@gmail.com,"Rua do Almada, 262",4050-032,Porto,"41,1487415489807 ; -8,61187702068198",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Sim,Sim,,Sim,3307
9236653,7044.6337890625,353.735072388837,331,Crowne Plaza Porto,PRK ATLANTIC HOTEL PORTO S A,PRK ATLANTIC HOTEL PORTO S A,Hotel,5,232,464,190,42,0,0,0,NaoIntegra,,Não,Sim,840,Sim,"Restaurante; Bar; Salas de reuniões; Business Center; Discoteca",1984,Sim,2017/06/05 00:00:00+00,2022/06/05 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.crowneplaza.com,anabela.frias@ihg.com,"Avenida da Boavista, 1466",4100-114,Porto,"41,1602353238221 ; -8,64082712372787",Fiavel,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,331
9236703,535.24560546875,130.533708928926,34,Hotel Grande Rio,Hotel Grande Rio Lda,Hotel Grande Rio Lda,Hotel,2,22,40,22,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1990,Sim,2020/04/16 00:00:00+00,2025/04/16 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.hotel-grande-rio.com,geral@hotel-grande-rio.com,"Rua Santa Helena, 31",4000-461,Porto,"41,1584032602246 ; -8,60701819505364",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2020/04/17 12:34:44+00,Sim,34
9236708,548.89599609375,141.228007722617,3410,HOTEL DO NORTE,"PENSÃO DO NORTE, LDA.","PENSÃO DO NORTE, LDA.",Hotel,2,35,60,35,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar,1900,Sim,2016/06/01 00:00:00+00,2021/06/01 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,WWW.HOTELDONORTE.COM,RESERVATIONS@HOTELDONORTE.COM,RUA FERNANDES TOMAS 579,4000-217,Porto,"41,1497019598661 ; -8,60557547839471",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,3410
9236731,392.6357421875,96.7482303553856,345,Hotel da Bolsa,HOTEL RESIDENCIAL BOLSA LDA,HOTEL RESIDENCIAL BOLSA LDA,Hotel,3,34,66,34,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1993,Sim,2017/04/28 00:00:00+00,2022/04/28 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.hoteldabolsa.com,reservas@hoteldabolsa.com,"Rua Ferreira Borges, 101",4050-253,Porto,"41,1426258274516 ; -8,61549085640124",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,345
9236826,290.33349609375,67.3756837416316,3610,Hotel Vera Cruz,"M.T.OSORIO,lda","M.T.OSORIO,lda",Hotel,2,35,64,33,2,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1951,Sim,2017/01/04 00:00:00+00,2022/01/04 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.veracruzhotel.com,resveracruz@gmail.com,"Rua Ramalho Ortigão,14",4000-407,Porto,"41,1492466201634 ; -8,61170291401688",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Sim,Sim,,Sim,3610
9236881,5.51904296875,8.33694553941716,3727,Hotel Universal,Joaquim Macedo e Companhia Lda.,Joaquim Macedo e Companhia Lda.,Hotel,2,44,81,44,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1947,Sim,2012/11/21 00:00:00+00,2016/11/21 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.hoteluniversal.org,geral@hoteluniversal.org,Avenida dos Aliados nº 38,4000-064,Porto,"41,1471430077086 ; -8,61093188014089",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,3727
9236966,1925.025390625,226.035829244202,3861,Pestana Vintage Porto Hotel,"PORTO CARLTON SOC. DE CONSTRUÇÃO E EXPLORAÇÃO HOTELEIRA, S.A.",PORTO CARLTON SOC DE CONSTRU??O E EXPLORA??O HOTE,Hotel,5,109,199,90,19,0,0,0,NaoIntegra,,Não,Sim,0,Não,"Bar; Business Center; Restaurante; Fitness; Ginásio; Sala de tratamento",0,Sim,2018/07/26 00:00:00+00,2023/07/26 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Sim,www.pestana.com,guest@pestana.com,"Praça da Ribeira, n.º 1",4050-513,Porto,"41,140498596855 ; -8,61356859922023",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,3861
9237006,1741.0205078125,319.772397137768,3926,Hotel Carrís Porto Ribeira,Mercanlusitana Investimentos Imobiliarios Soc. Unipessoal LDA,CARRIS LAND PORTUGAL S A,Hotel,4,159,285,138,21,0,0,0,NaoIntegra,,Não,Sim,90,Não,"Restaurante; Salas Polivalentes; Ginásio; Prova de vinhos; Espaço polivalente; Sala de eventos; Cafetaria",2012,Sim,2019/11/11 00:00:00+00,2024/11/11 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Sim,www.carrishoteles.com,portoribeira.dir@carrishoteles.com,Rua Infante Dom Henrique 1 a 9,4050-297,Porto,"41,1411641120697 ; -8,61365552555389",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não abrangido,Não abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/11/18 00:00:00+00,Sim,3926
9237065,11681.7744140625,518.61778670499,4037,Hotel da Música,"MERCADO URBANO GESTÃO IMOBILIÁRIA, S.A.",HOTI - BOM SUCESSO HOTEIS S A,Hotel,4,85,170,84,1,0,0,0,NaoIntegra,,Não,Sim,175,Não,"Zonas de estar; Bar; Sala polivalente; Business center",2013,Sim,2018/09/25 00:00:00+00,2023/09/25 00:00:00+00,Não,,Sim,Não,Não,,Sim,HACCP,Sim,KOSHER,Sim,www.hoteldamusica.com,geral@hotihoteis.com,Largo Ferreia Lapa 21 a 183,4150-323,Porto,"41,1558140957628 ; -8,62911539476155",Fiavel,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,4037
9237174,283.58544921875,74.4135949637045,4254,Hotel Chique,Rosária Maria Alves Sampaio Magalhães Ferreira,Rosária Maria Alves Sampaio Magalhães Ferreira,Hotel,2,22,49,22,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,1974,Sim,2021/02/15 00:00:00+00,2026/02/15 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,HOTELCHIQUE@GMAIL.COM,"Avenida dos Aliados, n.º 206",4000-065,Porto,"41,1486896321905 ; -8,61031818696218",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/04/12 00:00:00+00,Não,4254
9237235,331.81884765625,83.595005575658,4347,Ribeira do Porto Hotel,TOMAZ DO DOURO-EMPREENDIMENTOS TURISTICOS LDA,TOMAZ DO DOURO-EMPREENDIMENTOS TURISTICOS LDA,Hotel,3,18,36,18,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Sala de pequenos almoços,0,Sim,2019/07/04 00:00:00+00,2024/07/04 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.ribeiradoportohotel.com,geral@ribeiradoportohotel.com,"Praça da Ribeira, 5",4050-513,Porto,"41,1407752737997 ; -8,61333914805052",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não abrangido,Não abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/07/12 00:00:00+00,Sim,4347
9237484,561.39404296875,100.642933403553,4742,Hotel S. Gabriel,ROSARIA GRASIETE CARNEIRO FERNANDES TEIXEIRA,PRIDE HOTELS LDA,Hotel,2,28,56,28,0,0,0,0,NaoIntegra,,Não,Sim,0,Não, ,1961,Sim,2015/05/26 00:00:00+00,2020/05/26 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,WWW.RESIDENCIALSGABRIEL.COM,RESIDENCIALSGABRIEL@SAPO.PT,"RUA DA ALEGRIA, 98",4000-033,Porto,"41,1483280902534 ; -8,60382397095178",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,4742
