,X,Y,OBJECTID,NrRNAL,Denominacao,DataRegisto,DataAberturaPublico,Modalidade,NrUtentes,Email,Endereco,CodigoPostal,Freguesia,Concelho,Distrito,lat,lon
48484,-8.61787171827387,41.1431816374216,161039317,72691,Douro Virtudes - 1,2018-05-24,2018-05-24,Apartamento,8,bazartaipas@gmail.com,Rua Rua Virtudes 7 R/C Fração A,4050-630,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143159,-8.617889
48486,-8.61788415994054,41.1431816374216,161039319,72695,Douro Virtudes - 2,2018-05-24,2018-05-24,Apartamento,4,bazartaipas@gmail.com,Rua Rua Virtudes 9 1 Fração B,4050-630,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143159,-8.617912
48496,-8.60959308087235,41.1536244973952,161039329,72736,Trindade Modern Flat,2018-05-24,2018-06-01,Apartamento,4,gustavokrueger@gmail.com,Rua Gonçalo Cristóvão 250 6º Traseiras,4000-265,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.153736,-8.609604
48510,-8.60422499487281,41.1511588650741,161039343,72843,CM VINTAGE APARTMENTS II,2018-05-25,2018-06-01,Apartamento,6,cmvintageapartments@gmail.com,Rua Rua Alegria 298 C 1º,4000-035,Bonfim,Porto,Porto,41.151182,-8.604286
48511,-8.60422499487281,41.1511588650741,161039344,72845,CM VINTAGE APARTEMENTS III,2018-05-25,2018-06-01,Apartamento,6,cmvintageapartments@gmail.com,Rua Rua Alegria 298 C 2º,4000-035,Bonfim,Porto,Porto,41.151182,-8.604286
48522,-8.61196250780846,41.1590786319135,161039355,72902,T1 AQ 61,2018-05-25,2018-05-27,Apartamento,4,renato.chainho@hostwise.pt,Rua Antero de Quental 61,4050-056,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.158759,-8.612141
48533,-8.60362444595258,41.1493321370228,161039366,72961,MIL - Dreams,2018-05-28,2018-05-28,Apartamento,4,cpinto@moreit.pt,Rua Rua Fernandes Tomás 424 6 8,4000-210,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149318,-8.603387
48546,-8.59919799200016,41.1560661797656,161039379,73029,IADMS,2018-05-28,2018-06-04,EstabelecimentoHospedagemHostel,10,iadmsgeral@gmail.com,Rua Rua Santos Pousada 826,4000-481,Bonfim,Porto,Porto,41.15609,-8.59909
48551,-8.60398863734181,41.1479153124845,161039384,73059,Casa Rosa,2018-05-28,2018-06-11,Apartamento,2,incredibleplace@fcm.org.pt,Rua Rua da Alegria 71 2 02,4000-042,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147927,-8.60403
48552,-8.59565105338965,41.1546471760561,161039385,73061,Magalhães Prime,2018-05-28,2018-06-01,Apartamento,2,pv@alojamentoideal.pt,Avenida Avenida Fernão de Magalhães 539 G,4300-191,Bonfim,Porto,Porto,41.154671,-8.59574
48595,-8.61078991261357,41.1536325226972,161039428,73304,Golden & Blue House,2018-05-31,2018-07-01,Apartamento,7,info@frutudreams.com,Rua Rua Gonçalo Cristóvão 312 5º B,4000-266,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.153698,-8.610719
48600,-8.62257498358948,41.1603565105685,161039433,73327,Apartment Boavista Roundabout by Sweet porto  - 102,2018-05-31,2018-07-01,Apartamento,6,harmoniadofuturo.contabilidade@gmail.com,1ª Rua Rua Nossa Senhora de Fátima  474-476 R/C Tras.-Esq.,4050-425,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.158818,-8.627525
48605,-8.6331094999769,41.1629280007027,161039438,73354,Cosy apartment in Boavista,2018-06-01,2018-06-08,Apartamento,3,sant-alm@outlook.pt,Rua Rua 5 de Outubro 502-504 R/c 06,4100-173,Ramalde,Porto,Porto,41.16276,-8.632809
48619,-8.68029553058635,41.1562603142207,161039452,73422,Porto by the Sea,2018-06-01,2018-06-01,Apartamento,8,raquelsanguedo@gmail.com,Rua do Padrão 52 1º,4150-557,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Porto,Porto,41.156252,-8.680242
48671,-8.61457849983216,41.1424170005267,161039504,79136,The Corner,2018-07-26,2018-07-27,Apartamento,4,drina188@gmail.com,Rua Rua Doutor Sousa Viterbo 116 1,4050-593,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142188,-8.614507
48757,-8.61700062014621,41.1504522238933,161039590,79579,Art & City V with terrace,2018-08-01,2018-08-01,Apartamento,3,vitoria392apartamentos@gmail.com,Rua Rua de Cedofeita 188 3,4050-173,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150464,-8.616963
48768,-8.60161816476668,41.1488697746547,161039601,57806,Skylight Loft,2017-10-06,2017-10-06,Apartamento,4,teresa.de.mota@gmail.com,Rua Rua Fernandes Tomás 247 2,4000-215,Bonfim,Porto,Porto,41.14885,-8.601636
48782,-8.66464012390434,41.1657347259823,161039615,57875,Oporto Garden House - Annex Bedroom,2017-10-09,2017-10-09,Moradia,2,lmegre@cidmon.com,Rua Rua Vilarinha 268,4100-509,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Porto,Porto,41.165737,-8.66461
48792,-8.60144750013408,41.1499050014034,161039625,57925,MAJUMICA,2017-10-09,2017-10-16,Moradia,6,majumica2017@gmail.com,Rua Comandante Rodolfo de Araújo 144,4000-414,Bonfim,Porto,Porto,41.15009,-8.601203
48840,-8.61568328839278,41.1427564789229,161039673,58175,Belomonte Apartments,2017-10-13,2017-10-13,EstabelecimentoHospedagem,10,sofianoa@gmail.com,Rua Rua Belomonte 20,4050-096,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142791,-8.61569
48848,-8.62247211570966,41.1568701496456,161039681,78428,Liiiving in Porto | Boavista Corporate Flat,2018-07-20,2017-07-04,Apartamento,4,afonso.salcedo@liiiving.com,Rua Rua Boavista 774 2 2.1,4050-107,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.156902,-8.622344
48855,-8.6026132456749,41.1509575232221,161039688,78464,Soulmade Porto III,2018-07-20,2018-08-01,Apartamento,6,soulmadeporto@gmail.com,Rua Rua da Firmeza 105 2º Tras. Dir.,4000-228,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.15093,-8.602614
48863,-8.61323039089877,41.1503714224203,161039696,78512,apartamentos pinheiro,2018-07-21,2018-07-15,Apartamento,2,jamc1961@hotmail.com,Rua Pinheiro 14,4050-483,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150431,-8.613259
48904,-8.60589466294871,41.146068909124,161039737,78714,SHO LUBI I I,2018-07-24,2018-08-01,Apartamento,2,pedro.flobato@gmail.com,Rua Rua Santo Ildefonso 28 2º Frente,4000-463,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146067,-8.605862
48911,-8.60652930293399,41.1586352661365,161039744,78749,Nomad City Flats,2018-07-24,2018-07-24,Apartamento,4,ab@nomadcityflats.com,Rua Rua Bonjardim 1001 1º Frt,4000-133,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.158683,-8.606598
48920,-8.61331737386942,41.1418355359241,161039753,78813,Ribeira S Joao Apartment 2D,2018-07-24,2018-07-26,Apartamento,4,ritmonumeros@gmail.com,Rua Mercadores 75/77 2D,4050-551,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.141846,-8.613291
48924,-8.61396389137939,41.1506513973571,161039757,78832,Pinheiros 001,2018-07-24,2018-07-24,Apartamento,2,antoniolcribeiro@hotmail.com,Rua Pinheiro 70,4050-483,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150681,-8.61397
48928,-8.59298608970821,41.1470632466309,161039761,78863,Porto Studios Heroísmo 5,2018-07-24,2018-08-01,Apartamento,2,geralpt112@gmail.com,1ª Rua António Carneiro 61 casa 5,4300-026,Bonfim,Porto,Porto,41.147082,-8.593035
48941,-8.60560134504212,41.1443115821806,161039774,78947,Porto Central City Heart I,2018-07-25,2018-09-01,Apartamento,2,ana_adelaide@sapo.pt,Rua Rua Alexandre Herculano 328 5º 52,4000-053,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144392,-8.605593
48942,-8.61453790047291,41.1503313047276,161039775,78948,ANTIQUARIUM,2018-07-25,2018-07-25,Apartamento,5,mjscferreira@gmail.com,1ª Rua Mártires da Liberdade 32 1º,4050-358,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150333,-8.61451
48972,-8.61692934332001,41.1419631275652,161039805,73533,"Ribeira Vintage Apartments, Lda",2018-06-04,2018-06-04,Apartamento,2,mafaldarva@gmail.com,Rua Rua São João Novo 15 r/c,4050-556,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.141966,-8.616939
48976,-8.59648459654852,41.1463906670348,161039809,73567,Orquidea,2018-06-04,2018-06-05,Apartamento,4,madredeus@prym.net,Rua Rua Conde Ferreira 18 2º Dt,4300-195,Bonfim,Porto,Porto,41.146474,-8.596384
48988,-8.60843665355595,41.1422889301291,161039821,73618,CASA GAMA,2018-06-05,2018-06-15,Moradia,9,alexandreferreira101@gmail.com,Rua Arnaldo Gama 80,4000-094,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142363,-8.608391
48989,-8.62719720649342,41.1576462713917,161039822,73631,BV Apartments Casa da Música,2018-06-05,2018-06-05,Apartamento,5,geralapartamentos1980@gmail.com,Avenida Avenida Boavista 292 4º Tras.,4050-113,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157733,-8.627098
48990,-8.61019837110066,41.1605153443208,161039823,73632,RS Porto Apartments,2018-06-05,2018-06-08,Apartamento,2,rui.sousa@santaclaraporto.com,Travessa Antero de Quental 268 2.º drt,4000-086,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.160526,-8.610164
49014,-8.60568668768907,41.1461219349667,161039847,73767,Elegance Palace,2018-06-06,2018-04-06,Apartamento,4,oportovacations@gamil.com,Rua Rua Santo Ildefonso 42 2º dtº frt,4000-463,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146119,-8.605663
49030,-8.60272595998855,41.1468001934528,161039863,73851,AZULEJOS - DUPLEX APARTMENT,2018-06-06,2018-06-15,Apartamento,4,zpcorreia@hotmail.com,Rua Rua Santo Ildefonso 282 2º,4000-465,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.14677,-8.602727
49035,-8.60402816321429,41.1483383128415,161039868,73884,Alegria Primeiro Andar,2018-06-06,2018-06-10,Apartamento,6,rpmoura@gmail.com,Rua Rua Alegria 97 1,4000-042,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.148378,-8.604052
49045,-8.61583008568659,41.1427400928191,161039878,73951,B28 APARTMENTS,2018-06-07,2018-06-22,Apartamento,4,escadasdavitoria10@gmail.com,1ª Rua DE BELOMONTE 28 3,4050-096,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142762,-8.615837
49047,-8.61198852212077,41.1538274956337,161039880,73966,Porto Republica Modern Apartment 4,2018-06-07,2018-06-07,Apartamento,4,sofiaamial@gmail.com,Praça Praça República 208 1 Tr,4050-498,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.153836,-8.611889
49057,-8.60659786684806,41.1634974345192,161039890,79613,HOLLAND'S NEST,2018-08-01,2018-08-01,Apartamento,4,mail@nickhollanddesign.com,"Rua Rua Faria Guimarães, 717 - 4º Dtº Traseiras",4200-291,Paranhos,Porto,Porto,41.163557,-8.606605
49063,-8.60618778053095,41.1485747961881,161039896,79638,SantaCatarinaStudio,2018-08-01,2018-08-01,Apartamento,2,findmeinporto@gmail.com,"Rua Rua Santa Catarina 274 3 ESQ,CNT,FR",4000-443,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.148543,-8.605997
49068,-8.61771766438917,41.1518904876542,161039901,79670,Esqvta Luxury Housing [Vol. I],2018-08-01,2018-08-02,Apartamento,4,vitoralmeida@esqvta.com,Rua Rua Cedofeita 342,4050-174,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.151872,-8.617698
49069,-8.6713424784937,41.150601954093,161039902,79672,Cosy 2 bedroom apartment at Foz old town,2018-07-31,2018-08-01,Moradia,4,home2b.porto@gmail.com,Rua Padre Luís Cabral 886,4150-459,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Porto,Porto,41.150587,-8.671366
49072,-8.62851939543762,41.1772000559096,161039905,79686,Leonor Gonçalves,2018-08-01,2018-08-02,EstabelecimentoHospedagem,3,leonorgoncalves@gmail.com,Rua Monte dos Burgos 874,4250-313,Ramalde,Porto,Porto,41.177243,-8.628405
49075,-8.6082433307169,41.1467361453157,161039908,79713,Teatro Backyard Studio,2018-08-02,2018-09-01,Apartamento,4,alex8bnb@gmail.com,Beco Beco de Passos Manuel 46 R/C,4000-007,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147075,-8.607879
49082,-8.59658146458053,41.1595302586897,161039915,79756,S. Crispim,2018-08-02,2018-08-02,Apartamento,8,ricardo.tavares.pereira@gmail.com,Rua Rua Nova de São Crispim 411 1º  esq,4000-366,Bonfim,Porto,Porto,41.159465,-8.596541
49092,-8.60289195697496,41.1446657472328,161039925,79795,Lemon Tree Garden,2018-08-02,2018-09-01,Apartamento,4,2towers.porto@gmail.com,Rua Rua das Fontaínhas 173 1 Trás,4000-236,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144691,-8.60294
49093,-8.60289195697496,41.1446657472328,161039926,79797,Fountains,2018-08-02,2018-09-01,Apartamento,2,2towers.porto@gmail.com,Rua Rua das Fontaínhas 173 2 frente,4000-236,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144691,-8.60294
49100,-8.61731338298545,41.150911192363,161039933,79836,CEDOFEITA BACK GARDEN,2018-08-03,2018-08-04,Apartamento,2,mail@hotelestorilporto.com,Rua Rua Cedofeita 203 2º Frente,4050-179,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150994,-8.617365
49117,-8.59571977989875,41.1545199506646,161039950,79913,Michael Schnabl,2018-08-03,2018-08-03,Apartamento,6,michelschnabl@web.de,Avenida Avenida Fernão de Magalhães 525 3,4300-191,Bonfim,Porto,Porto,41.154576,-8.595801
49118,-8.59145357551159,41.1524859930184,161039951,79922,Michael Schnabl,2018-08-03,2018-08-03,Apartamento,6,michaelschnabl@web.de,Rua Rua Godim 757 3 Fr,4300-242,Bonfim,Porto,Porto,41.152507,-8.59138
49130,-8.60242020131362,41.1463100019366,161039963,79997,VIUVA ALEGRE APARTMENT,2018-08-06,2018-08-06,Apartamento,4,eccecarloss@gmail.com,Passeio Passeio São Lázaro 41 1º tras,4000-508,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146352,-8.602402
49167,-8.60691012842734,41.1505167533912,161040000,51537,Feel Porto Downtown Essence,2017-07-13,2017-07-13,Apartamento,6,financial@feelporto.com,1ª Rua Sa da Bandeira 494 1 Esq,4000-430,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150487,-8.606839
49168,-8.60704062758698,41.1502737536634,161040001,51544,Feel Porto Downtown City Roofs,2017-07-13,2017-07-13,Apartamento,6,financial@feelporto.com,1ª Rua Sá da Bandeira 468 5 Esq,4000-430,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.15028,-8.606956
49183,-8.61332189958183,41.1452873021332,161040016,51619,Clérigos Apartment,2017-07-14,2017-07-31,Apartamento,5,damasreislda@gmail.com,Rua Rua Caldeireiros 137 2º Frente,4050-140,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.145292,-8.613286
49188,-8.61346938318853,41.1472146540502,161040021,51644,Castlerock,2017-07-14,2021-02-10,EstabelecimentoHospedagem,9,marlene.nunes@guestready.com,Rua Rua Conde Vizela 114,4050-639,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147221,-8.613351
49218,-8.59633637452664,41.1495906439295,161040051,51803,Bonfim 234 Townhouse.com,2017-07-17,2017-07-17,Apartamento,3,info@bonfim234townhouse.com,Rua Rua Bonfim 234 1º Traseiras,4300-066,Bonfim,Porto,Porto,41.14959,-8.596286
49228,-8.60902855170004,41.1505884061613,161040061,51853,JC_Fernandes898_2Dt,2017-07-17,2023-03-01,Apartamento,5,costa.family@hotmail.fr,Rua Fernandes Tomás 896 2.º Dto,4000-213,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150596,-8.609009
49232,-8.5996393899948,41.1543326478765,161040065,51871,Scented Porto House,2017-07-17,2017-05-28,Moradia,10,mmaia@ufp.edu.pt,Rua Rua Santos Pousada 619,4000-484,Bonfim,Porto,Porto,41.154327,-8.599642
49245,-8.59047895553062,41.1509870790397,161040078,51976,Campanhã 201,2017-07-18,2017-07-18,Apartamento,2,antoniolcribeiro@hotmail.com,Rua Rua São Rosendo 289 2º Frt.,4300-478,Bonfim,Porto,Porto,41.15099,-8.590703
49268,-8.64690155012963,41.1531246831743,161040101,52110,Porto SB Apartment,2017-07-19,2017-07-19,Apartamento,4,albinosantos.phb@gmail.com,Rua Rua Júlio Lourenço Pinto 53 3º 7,4150-004,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.152778,-8.64746
49279,-8.61399923469592,41.1512819830709,161040112,52187,Downtown Apartment,2017-07-20,2017-07-20,Apartamento,6,margarida.gameiro@hotmail.com,Rua Rua Mártires da Liberdade 81 2º Drt.º,4050-361,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.151295,-8.614008
49287,-8.60040009954707,41.1476515571914,161040120,52228,M&M Space Apartments MM3,2017-07-20,2017-07-20,Apartamento,2,mariaazevedo.porto@gmail.com,Rua Rua Santo Ildefonso 427 1º Esq.º,4000-472,Bonfim,Porto,Porto,41.14768,-8.600402
49290,-8.6121304469525,41.1505753425407,161040123,52244,Almada Loft,2017-07-20,2017-07-20,Apartamento,2,ricardofreitas.arq@gmail.com,Rua Rua Almada 399 3º Frt.,4050-039,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150584,-8.612125
49305,-8.61699499938747,41.1414090014709,161040138,52314,WHITE BY MY OPORTO HOUSE,2017-07-21,2017-07-24,Apartamento,4,paulo.carneiro.vieira@gmail.com,Rua Rua O Comércio do Porto 93-97 2º ANDAR,4050-210,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.141762,-8.616732
49310,-8.65984446955672,41.147037029367,161040143,52344,Duas Portas,2017-07-21,2017-07-24,EstabelecimentoHospedagem,18,info@duasportas.com,Rua das Sobreiras 516,4150-713,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.147121,-8.659783
49382,-8.60729918608196,41.1614235370044,161040215,74218,Marquês Unique Domus,2018-06-09,2018-06-09,Apartamento,4,info.dahome@gmail.com,Rua Rua Faria Guimaraes 471 2,4000-307,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.161438,-8.607371
49388,-8.61669084420533,41.1418921026376,161040221,74252,1824 Riverside Balcony III,2018-06-11,2018-06-13,Apartamento,6,geral@magikprelude.com,Rua Rua São João Novo 7 3,4050-556,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.141898,-8.616697
49410,-8.63156587990843,41.1541541158375,161040243,74402,Boavista YourHouse,2018-06-11,2018-06-15,EstabelecimentoHospedagem,10,leonorlanca@gmail.com,Rua Rua Gonçalo Sampaio 164 4 ESQUERDO,4150-365,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.154037,-8.631315
49411,-8.60815513951222,41.152269803562,161040244,74417,crowntown apartments,2018-06-12,2018-06-12,Apartamento,3,info@crowntown.pt,Rua Rua Bonjardim 638,4000-118,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.152276,-8.608128
49436,-8.59981985614549,41.1530581473639,161040269,74567,Porto4you,2018-06-13,2018-06-13,Apartamento,17,apferreiraesilva@gmail.com,Rua Rua Santos Pousada 481,4000-486,Bonfim,Porto,Porto,41.153122,-8.599846
49440,-8.60811895177931,41.1595457640824,161040273,74571,Kris Apartments Porto 1,2018-06-13,2018-06-13,Apartamento,6,sousafernandes1964@gmail.com,Rua Rua Faria Guimarães 256/260 1º,4000-203,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.159553,-8.607998
49449,-8.60480938040617,41.1530597612313,161040282,74636,ReUrban Flats - Santa Catarina #4,2018-06-13,2017-06-15,Apartamento,2,reurban.investimentos@gmail.com,Rua de Santa Catarina 783 3.º Tras,4000-454,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.153064,-8.604869
49451,-8.60841336742716,41.1590626881494,161040284,51506,Cozy Flat With Balcony,2017-07-13,2017-07-13,Apartamento,4,evporto@hotmail.com,Rua Rua Faria Guimarães 195 5º Dir,4000-206,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.159082,-8.608525
49454,-8.6758395508072,41.1499011904366,161040287,51522,Foz Sea View,2017-07-13,2017-08-01,Apartamento,4,beatrizvieiracoelho9@gmail.com,Esplanada Esplanada Castelo 124 2º Esq,4150-196,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Porto,Porto,41.149808,-8.675641
49487,-8.62418183337586,41.1571705238924,161040320,51705,Apart Boavista Casa Musica _ Holidays & Business,2017-07-14,2017-07-14,Apartamento,6,rita.bgoncalves@gmail.com,Avenida da Boavista 46 4º Dto,4050-112,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157259,-8.624334
49496,-8.62117802966081,41.1519480988518,161040329,51755,SOHO APARTMENT 1,2017-07-17,2017-07-17,Apartamento,4,urbanmiosotis@gmail.com,Rua Rua Boa Hora 27 -1 Fração A,4050-100,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.151992,-8.621275
49497,-8.60740293251411,41.1511423207607,161040330,51756,Bolhão Skyline Guest House,2017-07-17,2017-07-17,Apartamento,2,pintoamerico@hotmail.com,Rua Rua Bolhão 99 6º  Traseiras,4000-112,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.15118,-8.607488
49502,-8.59633637452664,41.1495906439295,161040335,51790,Bonfim 234 Townhouse,2017-07-17,2017-07-17,Apartamento,2,info@bonfim234townhouse.com,Rua Rua Bonfim 234 R/C Frente,4300-066,Bonfim,Porto,Porto,41.14959,-8.596286
49503,-8.59633637452664,41.1495906439295,161040336,51805,Bonfim 234 Townhouse,2017-07-17,2017-07-17,Apartamento,4,info@bonfim234townhouse.com,Rua Rua Bonfim 234 2º,4300-066,Bonfim,Porto,Porto,41.14959,-8.596286
49535,-8.59047895553062,41.1509870790397,161040368,51959,Campanhã 002,2017-07-18,2017-07-18,Apartamento,3,antoniolcribeiro@hotmail.com,Rua Rua São Rosendo 289 R/C Traz.,4300-478,Bonfim,Porto,Porto,41.15099,-8.590703
49539,-8.62148479444889,41.1495693953517,161040372,51975,Oporto Guest Downtown Miguel Bombarda,2017-07-18,2017-07-18,Apartamento,7,info@oportoguest.com,Rua Rua Miguel Bombarda 384 3º,4050-378,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149614,-8.621482
49557,-8.60473649020572,41.1545893419976,161040390,52074,OPORTO DOWNTOWN MAIN STR (S.CATARINA) + FREE PARK,2017-07-19,2017-07-21,Apartamento,5,zepintoporto@gmail.com,Rua Rua Santa Catarina 951 5º D,4000-455,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.154583,-8.604799
49568,-8.62015636311179,41.1497026079185,161040401,52142,Bombarda269,2017-07-19,2017-10-05,EstabelecimentoHospedagem,4,beauty.pharma.pt@gmail.com,Rua Miguel Bombarda 269 1,4050-381,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149687,-8.620152
49572,-8.62657719108095,41.1605616014373,161040405,52173,Concertina,2017-07-20,2017-07-20,Apartamento,2,terracosdomundo@hotmail.com,Rua Rua Cónego Ferreira Pinto 75 2º Esq.º,4050-256,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.160565,-8.626741
49594,-8.60156673621668,41.1614816139126,161040427,52275,Representações Francisco José Soares,2017-07-20,2017-07-31,Apartamento,5,repfranciscosoares@hotmail.com,Rua Rua Constituição 275 3 B,4200-198,Bonfim,Porto,Porto,41.161454,-8.601534
49598,-8.60334094124214,41.1536765695136,161040431,52292,Relic Terrace ,2017-07-21,2017-07-21,Apartamento,3,isabelmapilima@gmail.com,Rua Rua Alegria 434 1º Tras,4000-035,Bonfim,Porto,Porto,41.153688,-8.603286
49628,-8.60925769306439,41.1547137501597,161040461,52457,Our Gift,2017-07-22,2017-07-24,Apartamento,4,visacosta.lda@gmail.com,Rua Rua Doutor Alfredo de Magalhaes 68 5º Eaq Tras U,4000-062,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.154661,-8.609151
